id,LINDC+,LDCH,LD2S1,LD3S1,LNM,LINN,overshoot,damping
67,8.44433380484581e-09,1.2901752132922411e-08,4.5473541541844604e-08,4.7682192387618124e-08,3.3883937261253594e-09,2.4623752161916346e-08,1392.5385,0.20791999995708466
68,8.44433380484581e-09,1.2901752132922411e-08,4.679960214823484e-08,4.0183645008374e-08,3.3883937261253594e-09,2.4623752161916346e-08,1614.1824,0.22356362640857697
69,8.44433380484581e-09,1.2901752132922411e-08,4.679960214823484e-08,4.7682192387618124e-08,1.8148140722401442e-08,2.4623752161916346e-08,1431.6514,0.21142956614494324
70,8.44433380484581e-09,1.2901752132922411e-08,4.679960214823484e-08,4.7682192387618124e-08,3.3883937261253594e-09,4.484678848750889e-08,1422.8843,0.2091643363237381
71,1.3794465847499668e-08,4.8497287217713894e-08,4.5473541541844604e-08,4.0183645008374e-08,1.8148140722401442e-08,4.484678848750889e-08,1697.3176,0.2446490079164505
72,3.9823427568115294e-08,4.231657853331417e-08,2.580383876733482e-08,8.825775163546204e-09,4.900289376180619e-08,4.028764418153092e-08,1671.2473,0.2519950866699219
73,3.16937425131537e-08,4.231657853331417e-08,2.580383876733482e-08,8.825775163546204e-09,4.900289376180619e-08,4.028764418153092e-08,1743.1221,0.2512008249759674
74,3.9823427568115294e-08,2.0496579898428173e-08,2.580383876733482e-08,8.825775163546204e-09,4.900289376180619e-08,4.028764418153092e-08,1248.5183,0.125889390707016
75,3.9823427568115294e-08,4.231657853331417e-08,3.4838804782554507e-09,8.825775163546204e-09,4.900289376180619e-08,4.028764418153092e-08,1483.7698,0.22150439023971558
76,3.9823427568115294e-08,4.231657853331417e-08,2.580383876733482e-08,7.28678069351241e-09,4.900289376180619e-08,4.028764418153092e-08,1540.2911,0.22906212508678436
77,3.9823427568115294e-08,4.231657853331417e-08,2.580383876733482e-08,8.825775163546204e-09,4.608059997636824e-08,4.028764418153092e-08,1706.1682,0.24340184032917023
78,3.9823427568115294e-08,4.231657853331417e-08,2.580383876733482e-08,8.825775163546204e-09,4.900289376180619e-08,9.417368440777062e-09,1314.8811,0.18084600567817688
