id,LINDC+,LDCH,LD2S1,LD3S1,LNM,LINN,overshoot,damping
162,2.4288770736735314e-08,1.2222822188399732e-08,5.240276555234566e-08,4.8978204543367026e-08,4.197358183177188e-08,3.889888427849859e-08,1766.0266,0.24595724046230316
163,2.4288770736735314e-08,3.25004674596712e-08,3.873214368829503e-08,4.8978204543367026e-08,4.197358183177188e-08,3.889888427849859e-08,1793.6597,0.024721616879105568
164,2.4288770736735314e-08,3.25004674596712e-08,5.240276555234566e-08,2.5932332339249553e-08,4.197358183177188e-08,3.889888427849859e-08,1497.8298,0.199433371424675
165,2.4288770736735314e-08,3.25004674596712e-08,5.240276555234566e-08,4.8978204543367026e-08,5.445964676048607e-09,3.889888427849859e-08,1682.3113,0.22953680157661438
166,2.4288770736735314e-08,3.25004674596712e-08,5.240276555234566e-08,4.8978204543367026e-08,4.197358183177188e-08,4.842356941029429e-08,1816.3469,0.02755584567785263
167,2.991714443275705e-08,1.2222822188399732e-08,3.873214368829503e-08,2.5932332339249553e-08,5.445964676048607e-09,4.842356941029429e-08,1290.8633,0.13030149042606354
168,5.480675863893702e-08,5.582359588593245e-08,1.8484612912703308e-08,6.674748720563949e-09,9.98783577306196e-09,2.7087224845029415e-08,1685.0085,0.26934581995010376
169,8.26995768714696e-09,5.582359588593245e-08,1.8484612912703308e-08,6.674748720563949e-09,9.98783577306196e-09,2.7087224845029415e-08,1525.2189,0.26190659403800964
170,5.480675863893702e-08,5.789313539406285e-08,1.8484612912703308e-08,6.674748720563949e-09,9.98783577306196e-09,2.7087224845029415e-08,1517.9799,0.010897541418671608
171,5.480675863893702e-08,5.582359588593245e-08,2.3980278434287758e-08,6.674748720563949e-09,9.98783577306196e-09,2.7087224845029415e-08,1685.2544,0.02636932209134102
172,5.480675863893702e-08,5.582359588593245e-08,1.8484612912703308e-08,4.5501515024527904e-08,9.98783577306196e-09,2.7087224845029415e-08,1715.2292,0.19542834162712097
173,5.480675863893702e-08,5.582359588593245e-08,1.8484612912703308e-08,6.674748720563949e-09,3.167208801349625e-08,2.7087224845029415e-08,1670.8745,0.24448926746845245
174,5.480675863893702e-08,5.582359588593245e-08,1.8484612912703308e-08,6.674748720563949e-09,9.98783577306196e-09,1.2925412552729248e-08,1668.5935,0.25128373503685
175,8.26995768714696e-09,5.789313539406285e-08,2.3980278434287758e-08,4.5501515024527904e-08,3.167208801349625e-08,1.2925412552729248e-08,1740.5408,0.2516690194606781
176,4.0885132880639285e-08,9.524662481620908e-09,2.93103747433424e-08,3.326623402914032e-08,2.075154128374532e-08,1.3890661370232701e-08,1263.1217,0.10557378828525543
177,5.551393553284928e-08,9.524662481620908e-09,2.93103747433424e-08,3.326623402914032e-08,2.075154128374532e-08,1.3890661370232701e-08,1513.4979,0.2109040468931198
178,4.0885132880639285e-08,4.528179572103545e-08,2.93103747433424e-08,3.326623402914032e-08,2.075154128374532e-08,1.3890661370232701e-08,1853.5452,0.25622448325157166
179,4.0885132880639285e-08,9.524662481620908e-09,9.44690114704892e-09,3.326623402914032e-08,2.075154128374532e-08,1.3890661370232701e-08,1270.2683,0.17710033059120178
180,4.0885132880639285e-08,9.524662481620908e-09,2.93103747433424e-08,3.601041722597554e-08,2.075154128374532e-08,1.3890661370232701e-08,1511.476,0.21868862211704254
181,4.0885132880639285e-08,9.524662481620908e-09,2.93103747433424e-08,3.326623402914032e-08,4.771657022144645e-08,1.3890661370232701e-08,1313.8998,0.18364915251731873
182,4.0885132880639285e-08,9.524662481620908e-09,2.93103747433424e-08,3.326623402914032e-08,2.075154128374532e-08,1.8823734332975003e-08,1301.5214,0.1594369113445282
183,5.551393553284928e-08,4.528179572103545e-08,9.44690114704892e-09,3.601041722597554e-08,4.771657022144645e-08,1.8823734332975003e-08,1620.1926,0.23632434010505676
184,9.50499194877222e-09,4.334206957835704e-08,8.421965717896818e-09,2.2262453690636903e-08,3.895005631698295e-08,5.365352783948183e-08,1737.1624,0.24442973732948303
185,1.8338850743547082e-08,4.334206957835704e-08,8.421965717896818e-09,2.2262453690636903e-08,3.895005631698295e-08,5.365352783948183e-08,1804.1521,0.25437673926353455
186,9.50499194877222e-09,2.025210905838758e-08,8.421965717896818e-09,2.2262453690636903e-08,3.895005631698295e-08,5.365352783948183e-08,1319.6304,0.15867845714092255
187,9.50499194877222e-09,4.334206957835704e-08,5.315882005000487e-08,2.2262453690636903e-08,3.895005631698295e-08,5.365352783948183e-08,1507.2645,0.17592179775238037
188,9.50499194877222e-09,4.334206957835704e-08,8.421965717896818e-09,9.416928551904857e-10,3.895005631698295e-08,5.365352783948183e-08,1190.315,0.00043329739128239453
189,9.50499194877222e-09,4.334206957835704e-08,8.421965717896818e-09,2.2262453690636903e-08,2.064248668845743e-08,5.365352783948183e-08,1674.1626,0.2204238623380661
190,9.50499194877222e-09,4.334206957835704e-08,8.421965717896818e-09,2.2262453690636903e-08,3.895005631698295e-08,3.884552228642627e-08,1753.7976,0.2561151087284088
191,1.8338850743547082e-08,2.025210905838758e-08,5.315882005000487e-08,9.416928551904857e-10,2.064248668845743e-08,3.884552228642627e-08,1051.9294,0.06798110902309418
192,1.1488937610108405e-08,2.527712208423764e-08,3.48093113601394e-08,3.2184994859248397e-09,2.6008455644529313e-08,4.6619251184538005e-08,1146.1968,0.10612393915653229
193,3.481083486849442e-08,2.527712208423764e-08,3.48093113601394e-08,3.2184994859248397e-09,2.6008455644529313e-08,4.6619251184538005e-08,1542.1644,0.2231793850660324
194,1.1488937610108405e-08,1.4855910667032004e-08,3.48093113601394e-08,3.2184994859248397e-09,2.6008455644529313e-08,4.6619251184538005e-08,843.71375,0.07136327773332596
195,1.1488937610108405e-08,2.527712208423764e-08,3.7354409441668535e-08,3.2184994859248397e-09,2.6008455644529313e-08,4.6619251184538005e-08,1166.0223,0.11552943289279938
196,1.1488937610108405e-08,2.527712208423764e-08,3.48093113601394e-08,3.41599163849838e-08,2.6008455644529313e-08,4.6619251184538005e-08,1663.8911,0.2259972244501114
197,1.1488937610108405e-08,2.527712208423764e-08,3.48093113601394e-08,3.2184994859248397e-09,1.5140916624031962e-08,4.6619251184538005e-08,1143.5366,0.09371410310268402
198,1.1488937610108405e-08,2.527712208423764e-08,3.48093113601394e-08,3.2184994859248397e-09,2.6008455644529313e-08,2.9282755850926043e-08,958.74817,0.09229586273431778
199,3.481083486849442e-08,1.4855910667032004e-08,3.7354409441668535e-08,3.41599163849838e-08,1.5140916624031962e-08,2.9282755850926043e-08,1612.5391,0.0
200,3.5129845486562695e-08,6.29782675486058e-08,1.3706096470151096e-08,5.2419709381796414e-08,3.369437420861795e-08,7.277398962676526e-09,1764.5054,0.2722102701663971
201,1.1538300623334944e-08,6.29782675486058e-08,1.3706096470151096e-08,5.2419709381796414e-08,3.369437420861795e-08,7.277398962676526e-09,1775.0754,0.02253015711903572
202,3.5129845486562695e-08,5.969659810932353e-08,1.3706096470151096e-08,5.2419709381796414e-08,3.369437420861795e-08,7.277398962676526e-09,1780.6807,0.2551255524158478
203,3.5129845486562695e-08,6.29782675486058e-08,2.6257891860362143e-08,5.2419709381796414e-08,3.369437420861795e-08,7.277398962676526e-09,1806.947,0.251937597990036
204,3.5129845486562695e-08,6.29782675486058e-08,1.3706096470151096e-08,1.3323784520607441e-08,3.369437420861795e-08,7.277398962676526e-09,1726.3918,0.24411913752555847
205,3.5129845486562695e-08,6.29782675486058e-08,1.3706096470151096e-08,5.2419709381796414e-08,4.2213688377998766e-08,7.277398962676526e-09,1728.2722,0.23787587881088257
206,3.5129845486562695e-08,6.29782675486058e-08,1.3706096470151096e-08,5.2419709381796414e-08,3.369437420861795e-08,2.1729794391840698e-08,1819.7742,0.2647016644477844
207,1.1538300623334944e-08,5.969659810932353e-08,2.6257891860362143e-08,1.3323784520607441e-08,4.2213688377998766e-08,2.1729794391840698e-08,1608.707,0.015958186239004135
208,5.0020351230669766e-08,3.474254807084799e-09,5.0537131751850244e-08,2.5724002307560297e-08,5.045395701942965e-08,1.9938756596408785e-08,1183.095,0.1776971071958542
209,5.047248466832563e-08,3.474254807084799e-09,5.0537131751850244e-08,2.5724002307560297e-08,5.045395701942965e-08,1.9938756596408785e-08,1201.1602,0.1258716732263565
210,5.0020351230669766e-08,5.2333095064852386e-08,5.0537131751850244e-08,2.5724002307560297e-08,5.045395701942965e-08,1.9938756596408785e-08,1589.7349,0.22300398349761963
211,5.0020351230669766e-08,3.474254807084799e-09,1.1509697640445083e-08,2.5724002307560297e-08,5.045395701942965e-08,1.9938756596408785e-08,1345.7891,0.19715002179145813
212,5.0020351230669766e-08,3.474254807084799e-09,5.0537131751850244e-08,1.7681924824528398e-08,5.045395701942965e-08,1.9938756596408785e-08,931.0188,0.2619399130344391
213,5.0020351230669766e-08,3.474254807084799e-09,5.0537131751850244e-08,2.5724002307560297e-08,2.987497206946835e-08,1.9938756596408785e-08,1243.27,0.04197289049625397
214,5.0020351230669766e-08,3.474254807084799e-09,5.0537131751850244e-08,2.5724002307560297e-08,5.045395701942965e-08,3.5817637379281222e-09,1163.0743,0.08467471599578857
215,5.047248466832563e-08,5.2333095064852386e-08,1.1509697640445083e-08,1.7681924824528398e-08,2.987497206946835e-08,3.5817637379281222e-09,1617.1516,0.23402340710163116
216,2.551896817190573e-08,4.946080962773412e-08,1.6404383132308722e-08,2.981680625038221e-08,1.507958241570741e-09,3.218489158961922e-08,1556.2776,0.25384703278541565
217,1.5218268236145378e-08,4.946080962773412e-08,1.6404383132308722e-08,2.981680625038221e-08,1.507958241570741e-09,3.218489158961922e-08,1538.0963,0.25049132108688354
218,2.551896817190573e-08,2.647378211207688e-08,1.6404383132308722e-08,2.981680625038221e-08,1.507958241570741e-09,3.218489158961922e-08,1552.5393,0.2205149382352829
219,2.551896817190573e-08,4.946080962773412e-08,5.1996112620700146e-08,2.981680625038221e-08,1.507958241570741e-09,3.218489158961922e-08,1714.3662,0.2421538382768631
220,2.551896817190573e-08,4.946080962773412e-08,1.6404383132308722e-08,5.052851500339806e-08,1.507958241570741e-09,3.218489158961922e-08,1890.5642,0.2652682960033417
221,2.551896817190573e-08,4.946080962773412e-08,1.6404383132308722e-08,2.981680625038221e-08,3.6466974144242703e-09,3.218489158961922e-08,1760.4668,0.24590198695659637
222,2.551896817190573e-08,4.946080962773412e-08,1.6404383132308722e-08,2.981680625038221e-08,1.507958241570741e-09,5.068234410112723e-08,1806.4121,0.2649560570716858
223,1.5218268236145378e-08,2.647378211207688e-08,5.1996112620700146e-08,5.052851500339806e-08,3.6466974144242703e-09,5.068234410112723e-08,1665.1577,0.023426419124007225
224,1.5840913013797255e-08,1.5325159374717623e-08,5.309612984135747e-09,3.80010900590755e-08,1.163138307923451e-08,4.888155978756025e-08,1381.8749,0.21637636423110962
225,4.760657739670947e-08,1.5325159374717623e-08,5.309612984135747e-09,3.80010900590755e-08,1.163138307923451e-08,4.888155978756025e-08,1559.7383,0.0
226,1.5840913013797255e-08,4.4223983451630924e-08,5.309612984135747e-09,3.80010900590755e-08,1.163138307923451e-08,4.888155978756025e-08,1625.2034,0.23586547374725342
227,1.5840913013797255e-08,1.5325159374717623e-08,7.284290619231761e-09,3.80010900590755e-08,1.163138307923451e-08,4.888155978756025e-08,1660.793,0.2406642585992813
228,1.5840913013797255e-08,1.5325159374717623e-08,5.309612984135747e-09,4.778604477252812e-09,1.163138307923451e-08,4.888155978756025e-08,1224.1056,0.17268787324428558
229,1.5840913013797255e-08,1.5325159374717623e-08,5.309612984135747e-09,3.80010900590755e-08,3.7537841651309276e-08,4.888155978756025e-08,1583.0872,0.23064850270748138
230,1.5840913013797255e-08,1.5325159374717623e-08,5.309612984135747e-09,3.80010900590755e-08,1.163138307923451e-08,4.242618494780734e-08,1387.9885,0.2137823849916458
231,4.760657739670947e-08,4.4223983451630924e-08,7.284290619231761e-09,4.778604477252812e-09,3.7537841651309276e-08,4.242618494780734e-08,1730.427,0.2604261636734009
232,4.635974209429696e-08,3.975521822823212e-08,3.9333757368773216e-08,1.8400226270686837e-08,4.844761088659987e-08,9.098606292102486e-09,1339.0084,0.11039205640554428
233,2.6255955602787436e-08,3.975521822823212e-08,3.9333757368773216e-08,1.8400226270686837e-08,4.844761088659987e-08,9.098606292102486e-09,1625.28,0.22245115041732788
234,4.635974209429696e-08,3.473000931497663e-08,3.9333757368773216e-08,1.8400226270686837e-08,4.844761088659987e-08,9.098606292102486e-09,1431.4061,0.024067537859082222
235,4.635974209429696e-08,3.975521822823212e-08,4.2453061506524676e-08,1.8400226270686837e-08,4.844761088659987e-08,9.098606292102486e-09,1491.2222,0.2228318750858307
236,4.635974209429696e-08,3.975521822823212e-08,3.9333757368773216e-08,3.93739647793211e-08,4.844761088659987e-08,9.098606292102486e-09,1667.6743,0.2482048124074936
237,4.635974209429696e-08,3.975521822823212e-08,3.9333757368773216e-08,1.8400226270686837e-08,9.605357801485806e-09,9.098606292102486e-09,1480.4008,0.22205354273319244
238,4.635974209429696e-08,3.975521822823212e-08,3.9333757368773216e-08,1.8400226270686837e-08,4.844761088659987e-08,8.285036843214183e-09,1597.7463,0.025191383436322212
239,2.6255955602787436e-08,3.473000931497663e-08,4.2453061506524676e-08,3.93739647793211e-08,9.605357801485806e-09,8.285036843214183e-09,1598.8948,0.23024621605873108
240,3.1913404727112497e-08,2.8907083807792517e-08,2.13633648580499e-08,4.682212877597659e-08,3.768874768519774e-08,2.4135382366012783e-08,1765.7131,0.25498491525650024
241,3.747451869597658e-08,2.8907083807792517e-08,2.13633648580499e-08,4.682212877597659e-08,3.768874768519774e-08,2.4135382366012783e-08,1615.9253,0.22925888001918793
242,3.1913404727112497e-08,6.582417717762292e-09,2.13633648580499e-08,4.682212877597659e-08,3.768874768519774e-08,2.4135382366012783e-08,1238.228,0.19717562198638916
243,3.1913404727112497e-08,2.8907083807792517e-08,2.9691950149461626e-08,4.682212877597659e-08,3.768874768519774e-08,2.4135382366012783e-08,1785.0854,0.25025632977485657
244,3.1913404727112497e-08,2.8907083807792517e-08,2.13633648580499e-08,4.187650162681937e-08,3.768874768519774e-08,2.4135382366012783e-08,1760.4663,0.030110862106084824
245,3.1913404727112497e-08,2.8907083807792517e-08,2.13633648580499e-08,4.682212877597659e-08,2.1326189911663532e-08,2.4135382366012783e-08,1794.4846,0.2432350367307663
246,3.1913404727112497e-08,2.8907083807792517e-08,2.13633648580499e-08,4.682212877597659e-08,3.768874768519774e-08,1.6116474794857206e-08,1812.697,0.24822521209716797
247,3.747451869597658e-08,6.582417717762292e-09,2.9691950149461626e-08,4.187650162681937e-08,2.1326189911663532e-08,1.6116474794857206e-08,1566.8086,0.22476916015148163
248,5.341016940958799e-10,6.162201261939481e-08,4.2572687503490594e-08,9.676586223840713e-09,1.4649230025615542e-08,3.594037509253248e-08,1516.5635,0.22655296325683594
249,7.03046585470438e-10,6.162201261939481e-08,4.2572687503490594e-08,9.676586223840713e-09,1.4649230025615542e-08,3.594037509253248e-08,1560.375,0.18128009140491486
250,5.341016940958799e-10,6.7788443449419e-08,4.2572687503490594e-08,9.676586223840713e-09,1.4649230025615542e-08,3.594037509253248e-08,1782.3606,0.23545314371585846
251,5.341016940958799e-10,6.162201261939481e-08,2.0151943848617374e-08,9.676586223840713e-09,1.4649230025615542e-08,3.594037509253248e-08,1431.5859,0.34651243686676025
252,5.341016940958799e-10,6.162201261939481e-08,4.2572687503490594e-08,2.278746490780264e-08,1.4649230025615542e-08,3.594037509253248e-08,1692.1572,0.022824564948678017
253,5.341016940958799e-10,6.162201261939481e-08,4.2572687503490594e-08,9.676586223840713e-09,5.0133499191403386e-08,3.594037509253248e-08,1711.3452,0.2397758662700653
254,5.341016940958799e-10,6.162201261939481e-08,4.2572687503490594e-08,9.676586223840713e-09,1.4649230025615542e-08,3.822063364926725e-08,1693.573,0.23926232755184174
255,7.03046585470438e-10,6.7788443449419e-08,2.0151943848617374e-08,2.278746490780264e-08,5.0133499191403386e-08,3.822063364926725e-08,1880.322,0.0
256,1.829106751997024e-09,1.807594299837947e-08,3.636337909348309e-08,2.1533275085557253e-08,4.5189155689757314e-08,3.266105195103213e-08,1169.346,0.07306671142578125
257,4.142698529079556e-08,1.807594299837947e-08,3.636337909348309e-08,2.1533275085557253e-08,4.5189155689757314e-08,3.266105195103213e-08,1590.1475,0.2352655977010727
258,1.829106751997024e-09,5.8686609758157286e-08,3.636337909348309e-08,2.1533275085557253e-08,4.5189155689757314e-08,3.266105195103213e-08,1798.334,0.2551194429397583
259,1.829106751997024e-09,1.807594299837947e-08,4.8568078164346514e-08,2.1533275085557253e-08,4.5189155689757314e-08,3.266105195103213e-08,1156.9592,0.10572116076946259
260,1.829106751997024e-09,1.807594299837947e-08,3.636337909348309e-08,4.6321320445425806e-08,4.5189155689757314e-08,3.266105195103213e-08,1430.8921,0.21639549732208252
261,1.829106751997024e-09,1.807594299837947e-08,3.636337909348309e-08,2.1533275085557253e-08,2.8337180746756494e-08,3.266105195103213e-08,1180.5648,0.1599377989768982
262,1.829106751997024e-09,1.807594299837947e-08,3.636337909348309e-08,2.1533275085557253e-08,4.5189155689757314e-08,2.335534685686231e-08,1134.7532,0.1763896942138672
263,4.142698529079556e-08,5.8686609758157286e-08,4.8568078164346514e-08,4.6321320445425806e-08,2.8337180746756494e-08,2.335534685686231e-08,1801.072,0.25427672266960144
264,3.234772451309487e-08,3.699948718007654e-08,1.3706150291860104e-09,3.422284888109192e-08,8.06565717415884e-09,2.042963962769136e-08,1873.4788,0.27718475461006165
265,4.4943198268674316e-09,3.699948718007654e-08,1.3706150291860104e-09,3.422284888109192e-08,8.06565717415884e-09,2.042963962769136e-08,1549.1074,0.23414047062397003
266,3.234772451309487e-08,1.571008457913995e-08,1.3706150291860104e-09,3.422284888109192e-08,8.06565717415884e-09,2.042963962769136e-08,1481.7904,0.03761053457856178
267,3.234772451309487e-08,3.699948718007654e-08,1.1482846771925687e-09,3.422284888109192e-08,8.06565717415884e-09,2.042963962769136e-08,1680.1953,0.2601901590824127
268,3.234772451309487e-08,3.699948718007654e-08,1.3706150291860104e-09,2.500506598085165e-08,8.06565717415884e-09,2.042963962769136e-08,1830.3848,0.2724929749965668
269,3.234772451309487e-08,3.699948718007654e-08,1.3706150291860104e-09,3.422284888109192e-08,2.122812589071691e-09,2.042963962769136e-08,1638.4861,0.2590339481830597
270,3.234772451309487e-08,3.699948718007654e-08,1.3706150291860104e-09,3.422284888109192e-08,8.06565717415884e-09,3.0908728085234757e-08,1818.9666,0.2732650339603424
271,4.4943198268674316e-09,1.571008457913995e-08,1.1482846771925687e-09,2.500506598085165e-08,2.122812589071691e-09,3.0908728085234757e-08,1172.5602,0.09008990228176117
272,4.593525983111932e-08,3.0557756651379166e-08,4.556636502387002e-08,5.6903503889217976e-09,1.7946310145836323e-08,5.926836322564632e-09,1213.3511,0.18914695084095
273,4.376147448327392e-08,3.0557756651379166e-08,4.556636502387002e-08,5.6903503889217976e-09,1.7946310145836323e-08,5.926836322564632e-09,1195.4452,0.09110984206199646
274,4.593525983111932e-08,2.5602419096603993e-08,4.556636502387002e-08,5.6903503889217976e-09,1.7946310145836323e-08,5.926836322564632e-09,1131.0929,0.0845784842967987
275,4.593525983111932e-08,3.0557756651379166e-08,1.595154738046229e-08,5.6903503889217976e-09,1.7946310145836323e-08,5.926836322564632e-09,1164.9573,0.31264469027519226
276,4.593525983111932e-08,3.0557756651379166e-08,4.556636502387002e-08,1.8698003918863835e-09,1.7946310145836323e-08,5.926836322564632e-09,1132.8511,0.11293169856071472
277,4.593525983111932e-08,3.0557756651379166e-08,4.556636502387002e-08,5.6903503889217976e-09,1.7095912705864757e-08,5.926836322564632e-09,1231.9948,0.23373325169086456
278,4.593525983111932e-08,3.0557756651379166e-08,4.556636502387002e-08,5.6903503889217976e-09,1.7946310145836323e-08,4.905681131279096e-08,1716.2954,0.2392984926700592
279,4.376147448327392e-08,2.5602419096603993e-08,1.595154738046229e-08,1.8698003918863835e-09,1.7095912705864757e-08,4.905681131279096e-08,1286.7289,0.34245169162750244
280,1.4556166887711732e-08,5.997608466260135e-08,2.532271957376972e-08,4.973333013750612e-08,4.13233227221854e-08,4.5283395636919886e-08,1813.3296,0.25205516815185547
281,2.2357121913153678e-08,5.997608466260135e-08,2.532271957376972e-08,4.973333013750612e-08,4.13233227221854e-08,4.5283395636919886e-08,1869.3987,0.2566734254360199
282,1.4556166887711732e-08,5.3325894312653694e-08,2.532271957376972e-08,4.973333013750612e-08,4.13233227221854e-08,4.5283395636919886e-08,1815.3958,0.255633145570755
283,1.4556166887711732e-08,5.997608466260135e-08,3.3873038050271565e-08,4.973333013750612e-08,4.13233227221854e-08,4.5283395636919886e-08,1919.5334,0.25834134221076965
284,1.4556166887711732e-08,5.997608466260135e-08,2.532271957376972e-08,3.5189770626779644e-08,4.13233227221854e-08,4.5283395636919886e-08,1833.4487,0.26718005537986755
285,1.4556166887711732e-08,5.997608466260135e-08,2.532271957376972e-08,4.973333013750612e-08,4.4181748139169066e-08,4.5283395636919886e-08,1866.7588,0.2553710639476776
286,1.4556166887711732e-08,5.997608466260135e-08,2.532271957376972e-08,4.973333013750612e-08,4.13233227221854e-08,1.9558111803047358e-09,1783.6733,0.25198620557785034
287,2.2357121913153678e-08,5.3325894312653694e-08,3.3873038050271565e-08,3.5189770626779644e-08,4.4181748139169066e-08,1.9558111803047358e-09,1756.0242,0.2598092257976532
288,2.5094617086630316e-08,2.362628067871556e-08,1.0628021137136965e-08,4.241629582494497e-08,3.027640504295006e-08,3.5356622205786405e-08,1727.0398,0.2568151354789734
289,5.4425121384486553e-08,2.362628067871556e-08,1.0628021137136965e-08,4.241629582494497e-08,3.027640504295006e-08,3.5356622205786405e-08,1762.2285,0.24259191751480103
290,2.5094617086630316e-08,3.5601439755223695e-08,1.0628021137136965e-08,4.241629582494497e-08,3.027640504295006e-08,3.5356622205786405e-08,1792.719,0.23947107791900635
291,2.5094617086630316e-08,2.362628067871556e-08,2.356194790231064e-08,4.241629582494497e-08,3.027640504295006e-08,3.5356622205786405e-08,1759.6411,0.23774811625480652
292,2.5094617086630316e-08,2.362628067871556e-08,1.0628021137136965e-08,1.9901808803007007e-08,3.027640504295006e-08,3.5356622205786405e-08,1611.2627,0.22573108971118927
293,2.5094617086630316e-08,2.362628067871556e-08,1.0628021137136965e-08,4.241629582494497e-08,2.324010291920975e-08,3.5356622205786405e-08,1546.8224,0.01255959365516901
294,2.5094617086630316e-08,2.362628067871556e-08,1.0628021137136965e-08,4.241629582494497e-08,3.027640504295006e-08,1.0097793292496353e-08,1709.8164,0.23584362864494324
295,5.4425121384486553e-08,3.5601439755223695e-08,2.356194790231064e-08,1.9901808803007007e-08,2.324010291920975e-08,1.0097793292496353e-08,1367.278,0.0
296,4.873531651319936e-08,6.462443149210886e-08,3.097795799175277e-08,1.3867943304739891e-08,2.249477949133143e-08,2.353696010041982e-08,1563.0042,0.24551540613174438
297,1.9009712418746203e-08,6.462443149210886e-08,3.097795799175277e-08,1.3867943304739891e-08,2.249477949133143e-08,2.353696010041982e-08,1672.6182,0.026225360110402107
298,4.873531651319936e-08,4.3231251628603786e-08,3.097795799175277e-08,1.3867943304739891e-08,2.249477949133143e-08,2.353696010041982e-08,1623.4883,0.027317767962813377
299,4.873531651319936e-08,6.462443149210886e-08,4.003104319265112e-08,1.3867943304739891e-08,2.249477949133143e-08,2.353696010041982e-08,1688.2864,0.25436532497406006
300,4.873531651319936e-08,6.462443149210886e-08,3.097795799175277e-08,5.4970526204966e-08,2.249477949133143e-08,2.353696010041982e-08,1894.5505,0.26504141092300415
301,4.873531651319936e-08,6.462443149210886e-08,3.097795799175277e-08,1.3867943304739891e-08,5.2033508981037884e-08,2.353696010041982e-08,1709.1238,0.24824509024620056
302,4.873531651319936e-08,6.462443149210886e-08,3.097795799175277e-08,1.3867943304739891e-08,2.249477949133143e-08,4.4239361166376616e-08,1706.5349,0.25300922989845276
303,1.9009712418746203e-08,4.3231251628603786e-08,4.003104319265112e-08,5.4970526204966e-08,5.2033508981037884e-08,4.4239361166376616e-08,2000.8271,0.2602252960205078
304,3.642477183772251e-08,7.238420196808875e-10,1.9505337941125036e-08,4.0687678983043876e-08,4.860449547413737e-09,1.0556708986386657e-08,1286.1583,0.1693294644355774
305,3.096577253822237e-08,7.238420196808875e-10,1.9505337941125036e-08,4.0687678983043876e-08,4.860449547413737e-09,1.0556708986386657e-08,1234.6815,0.14780086278915405
306,3.642477183772251e-08,6.879849922535942e-08,1.9505337941125036e-08,4.0687678983043876e-08,4.860449547413737e-09,1.0556708986386657e-08,1676.5898,0.251304030418396
307,3.642477183772251e-08,7.238420196808875e-10,5.2738083018418396e-08,4.0687678983043876e-08,4.860449547413737e-09,1.0556708986386657e-08,1438.8019,0.2047550231218338
308,3.642477183772251e-08,7.238420196808875e-10,1.9505337941125036e-08,2.998010316444561e-08,4.860449547413737e-09,1.0556708986386657e-08,1134.3486,0.12529140710830688
309,3.642477183772251e-08,7.238420196808875e-10,1.9505337941125036e-08,4.0687678983043876e-08,3.6066411384642124e-08,1.0556708986386657e-08,1398.9056,0.0392233170568943
310,3.642477183772251e-08,7.238420196808875e-10,1.9505337941125036e-08,4.0687678983043876e-08,4.860449547413737e-09,3.640787064108997e-08,1533.2517,0.21643167734146118
311,3.096577253822237e-08,6.879849922535942e-08,5.2738083018418396e-08,2.998010316444561e-08,3.6066411384642124e-08,3.640787064108997e-08,1985.7717,0.2715250253677368
312,1.1923598458636551e-08,5.2216237264405936e-08,5.438926165029406e-08,1.5929005226586017e-08,5.392566321274265e-08,5.032500704064965e-08,1419.3698,0.10280756652355194
313,7.63950505727902e-09,5.2216237264405936e-08,5.438926165029406e-08,1.5929005226586017e-08,5.392566321274265e-08,5.032500704064965e-08,1454.481,0.11676143109798431
314,1.1923598458636551e-08,5.728311230428517e-09,5.438926165029406e-08,1.5929005226586017e-08,5.392566321274265e-08,5.032500704064965e-08,986.55676,0.04472748935222626
315,1.1923598458636551e-08,5.2216237264405936e-08,1.0746739598233251e-08,1.5929005226586017e-08,5.392566321274265e-08,5.032500704064965e-08,1732.9517,0.25300127267837524
316,1.1923598458636551e-08,5.2216237264405936e-08,5.438926165029406e-08,1.0410914330203086e-08,5.392566321274265e-08,5.032500704064965e-08,1387.8358,0.10916419327259064
317,1.1923598458636551e-08,5.2216237264405936e-08,5.438926165029406e-08,1.5929005226586017e-08,8.120860576033592e-09,5.032500704064965e-08,1792.8118,0.261135071516037
318,1.1923598458636551e-08,5.2216237264405936e-08,5.438926165029406e-08,1.5929005226586017e-08,5.392566321274265e-08,1.4303292017392814e-08,1435.6024,0.1113210991024971
319,7.63950505727902e-09,5.728311230428517e-09,1.0746739598233251e-08,1.0410914330203086e-08,8.120860576033592e-09,1.4303292017392814e-08,660.2118,0.05821673572063446
320,1.079076208235696e-08,3.4147000922542065e-08,1.4634369926396757e-08,1.0425074216127394e-08,1.3580015751775354e-08,4.307035069011152e-08,1197.9202,0.32717618346214294
321,5.156817940510809e-08,3.4147000922542065e-08,1.4634369926396757e-08,1.0425074216127394e-08,1.3580015751775354e-08,4.307035069011152e-08,1632.3508,0.2171882838010788
322,1.079076208235696e-08,2.882526614889503e-08,1.4634369926396757e-08,1.0425074216127394e-08,1.3580015751775354e-08,4.307035069011152e-08,1260.6935,0.3474104404449463
323,1.079076208235696e-08,3.4147000922542065e-08,2.496487486505881e-08,1.0425074216127394e-08,1.3580015751775354e-08,4.307035069011152e-08,1309.8263,0.21043866872787476
324,1.079076208235696e-08,3.4147000922542065e-08,1.4634369926396757e-08,3.844585232345387e-08,1.3580015751775354e-08,4.307035069011152e-08,1708.8401,0.2287082076072693
