id,R_onHS1,R_offHS1,L_onHS1,L_offHS1,L_SKHS1,R_onHS2,R_offHS2,L_onHS2,L_offHS2,L_SKHS2,overshoot_vgs1,damping_vgs1,vgs1_min,overshoot_vgs2,damping_vgs2,vgs2_min
1895,8.090108781121671,6.596009093336761,4.0446553688198326e-08,8.68944422067143e-09,4.042973102821037e-08,18.374450769275427,19.291350347921252,4.0682921277675776e-08,1.8900292899739e-09,5.1734597066622225e-08,3.0568542,0.05199083313345909,-9.16333,0.9218831,0.009713609702885151,-11.347273
1896,11.298561530187726,8.94742144504562,4.876757407013327e-08,2.7568254724778237e-08,1.4286963547123595e-08,5.60557883605361,7.310605332721025,3.42484543545451e-08,2.95172687678691e-08,1.9737212182171645e-08,1.2977905,0.018511805683374405,-9.291443,1.632668,0.023311303928494453,-10.81096
1897,3.2008224865421653,8.94742144504562,4.876757407013327e-08,2.7568254724778237e-08,1.4286963547123595e-08,5.60557883605361,7.310605332721025,3.42484543545451e-08,2.95172687678691e-08,1.9737212182171645e-08,3.1727905,0.06975069642066956,-9.0772705,1.6327691,0.023310896009206772,-11.157008
1898,11.298561530187726,0.7782418662682176,4.876757407013327e-08,2.7568254724778237e-08,1.4286963547123595e-08,5.60557883605361,7.310605332721025,3.42484543545451e-08,2.95172687678691e-08,1.9737212182171645e-08,1.1998291,0.018150554969906807,-9.024963,1.6331673,0.023318739607930183,-11.405204
1899,11.298561530187726,8.94742144504562,2.680948586050421e-08,2.7568254724778237e-08,1.4286963547123595e-08,5.60557883605361,7.310605332721025,3.42484543545451e-08,2.95172687678691e-08,1.9737212182171645e-08,0.69869995,0.000288105831714347,-8.969788,1.63239,0.023301251232624054,-10.931004
1900,11.298561530187726,8.94742144504562,4.876757407013327e-08,3.6354317331546914e-08,1.4286963547123595e-08,5.60557883605361,7.310605332721025,3.42484543545451e-08,2.95172687678691e-08,1.9737212182171645e-08,1.0632935,0.0015068674692884088,-9.3949585,1.6324253,0.02330542728304863,-10.801412
1901,11.298561530187726,8.94742144504562,4.876757407013327e-08,2.7568254724778237e-08,4.6725547258090227e-08,5.60557883605361,7.310605332721025,3.42484543545451e-08,2.95172687678691e-08,1.9737212182171645e-08,2.2283325,0.037857670336961746,-9.582764,1.6324558,0.023304954171180725,-10.756806
1902,11.298561530187726,8.94742144504562,4.876757407013327e-08,2.7568254724778237e-08,1.4286963547123595e-08,4.333490758668631,7.310605332721025,3.42484543545451e-08,2.95172687678691e-08,1.9737212182171645e-08,1.2971802,0.01846262440085411,-9.238159,1.9105325,0.028343288227915764,-11.217917
1903,11.298561530187726,8.94742144504562,4.876757407013327e-08,2.7568254724778237e-08,1.4286963547123595e-08,5.60557883605361,11.176250333432108,3.42484543545451e-08,2.95172687678691e-08,1.9737212182171645e-08,1.2966309,0.018478309735655785,-9.143372,1.8339505,0.02858334593474865,-10.87563
1904,11.298561530187726,8.94742144504562,4.876757407013327e-08,2.7568254724778237e-08,1.4286963547123595e-08,5.60557883605361,7.310605332721025,2.1999844222310932e-08,2.95172687678691e-08,1.9737212182171645e-08,1.2984009,0.01852286234498024,-9.2854,1.8938141,0.026380496099591255,-11.076002
1905,11.298561530187726,8.94742144504562,4.876757407013327e-08,2.7568254724778237e-08,1.4286963547123595e-08,5.60557883605361,7.310605332721025,3.42484543545451e-08,2.3697052972074598e-08,1.9737212182171645e-08,1.2963562,0.018461106345057487,-9.280945,1.5475359,0.023340266197919846,-10.870896
1906,11.298561530187726,8.94742144504562,4.876757407013327e-08,2.7568254724778237e-08,1.4286963547123595e-08,5.60557883605361,7.310605332721025,3.42484543545451e-08,2.95172687678691e-08,1.4724979172376915e-08,1.2978516,0.018515367060899734,-9.337036,1.4036999,0.01866832748055458,-11.053442
1907,3.2008224865421653,0.7782418662682176,2.680948586050421e-08,3.6354317331546914e-08,4.6725547258090227e-08,4.333490758668631,11.176250333432108,2.1999844222310932e-08,2.3697052972074598e-08,1.4724979172376915e-08,4.664459,0.036068323999643326,-9.87262,2.0161848,0.030936770141124725,-10.948838
1908,5.955553880427033,17.932447373401374,2.318992315310985e-08,2.8812612531939523e-08,4.524006353066303e-08,19.87353466777131,10.516102503985167,1.704306104872376e-08,4.881949886772782e-09,3.381849732658826e-08,4.105774,0.05378633737564087,-9.773804,0.5044441,0.4558704197406769,-10.782635
1909,15.342135329265147,17.932447373401374,2.318992315310985e-08,2.8812612531939523e-08,4.524006353066303e-08,19.87353466777131,10.516102503985167,1.704306104872376e-08,4.881949886772782e-09,3.381849732658826e-08,1.3367004,0.02418949455022812,-9.814392,0.50443983,0.46137744188308716,-10.3163185
1910,5.955553880427033,18.079837350174785,2.318992315310985e-08,2.8812612531939523e-08,4.524006353066303e-08,19.87353466777131,10.516102503985167,1.704306104872376e-08,4.881949886772782e-09,3.381849732658826e-08,4.1073,0.05379416048526764,-9.754761,0.50444317,0.4575290381908417,-10.787936
1911,5.955553880427033,17.932447373401374,4.526002968707122e-08,2.8812612531939523e-08,4.524006353066303e-08,19.87353466777131,10.516102503985167,1.704306104872376e-08,4.881949886772782e-09,3.381849732658826e-08,4.188629,0.06031079962849617,-9.870544,0.50445604,0.46158847212791443,-10.681502
1912,5.955553880427033,17.932447373401374,2.318992315310985e-08,1.88510386242345e-08,4.524006353066303e-08,19.87353466777131,10.516102503985167,1.704306104872376e-08,4.881949886772782e-09,3.381849732658826e-08,4.109894,0.05468273162841797,-9.72937,0.50444174,0.457968145608902,-10.983057
1913,5.955553880427033,17.932447373401374,2.318992315310985e-08,2.8812612531939523e-08,5.2875925401318825e-09,19.87353466777131,10.516102503985167,1.704306104872376e-08,4.881949886772782e-09,3.381849732658826e-08,1.9004822,0.03444186598062515,-8.141418,0.5044422,0.4621465802192688,-11.257189
1914,5.955553880427033,17.932447373401374,2.318992315310985e-08,2.8812612531939523e-08,4.524006353066303e-08,14.9426495032385,10.516102503985167,1.704306104872376e-08,4.881949886772782e-09,3.381849732658826e-08,4.1037903,0.05373912304639816,-9.525269,0.7277241,0.004995669238269329,-10.780954
